0.048,0.002,0.048,0.647,0.006,0.249,626775581871321088
0.002,0.738,0.126,0.069,0.059,0.005,626774354790121472
0.001,0.135,0.231,0.001,0.346,0.286,626757908429058048
0.001,0.331,0.330,0.109,0.006,0.223,626746880697999361
0.796,0.002,0.013,0.123,0.042,0.025,626742769768230913
0.033,0.267,0.025,0.629,0.012,0.034,626738754544377856
0.005,0.452,0.336,0.002,0.010,0.195,626738467754672128
0.033,0.267,0.025,0.629,0.012,0.034,626738106675392512
0.467,0.006,0.001,0.210,0.316,0.001,626730856996999168
0.004,0.447,0.333,0.041,0.105,0.070,626729069334384640
0.004,0.447,0.333,0.041,0.105,0.070,626727026943258624
0.796,0.002,0.013,0.123,0.042,0.025,626722921319411712
0.014,0.121,0.001,0.786,0.005,0.073,626720293092990976
0.000,0.590,0.000,0.100,0.001,0.308,626716599920291840
0.063,0.006,0.025,0.278,0.410,0.218,626713797789487105
0.014,0.121,0.001,0.786,0.005,0.073,626703173546323968
0.000,0.590,0.000,0.100,0.001,0.308,626701747747225600
0.014,0.121,0.001,0.786,0.005,0.073,626699738583175169
0.000,0.590,0.000,0.100,0.001,0.308,626699076248207360
0.063,0.385,0.002,0.083,0.002,0.465,626678288560164864
0.196,0.000,0.001,0.559,0.003,0.240,626667315568988160
0.245,0.559,0.145,0.008,0.033,0.011,626655718817595392
0.237,0.569,0.146,0.006,0.032,0.009,626652459059048449
0.001,0.123,0.064,0.489,0.041,0.281,626642757382074368
0.035,0.288,0.026,0.601,0.013,0.037,626609425814437888
0.006,0.027,0.267,0.033,0.559,0.108,626593411110309888
0.001,0.330,0.539,0.108,0.020,0.002,626583417249992704
0.301,0.036,0.346,0.120,0.002,0.195,626579107564761088
0.081,0.743,0.005,0.025,0.006,0.139,626574863952556032
0.081,0.743,0.005,0.025,0.006,0.139,626570396649701376
0.118,0.717,0.031,0.037,0.009,0.087,626569947678932992
0.005,0.058,0.536,0.002,0.002,0.397,626569555549257728
0.064,0.002,0.009,0.255,0.061,0.609,626567364247691265
0.021,0.181,0.001,0.707,0.011,0.080,626567229111463936
0.066,0.213,0.259,0.287,0.152,0.025,626567178813317124
0.052,0.004,0.401,0.321,0.219,0.002,626551593459183617
0.064,0.002,0.009,0.255,0.061,0.609,626550202237878272
0.063,0.385,0.002,0.083,0.002,0.465,626549204161273856
0.063,0.385,0.002,0.083,0.002,0.465,626549116831559680
0.001,0.007,0.047,0.003,0.894,0.048,626547038344364032
0.239,0.008,0.060,0.190,0.132,0.371,626542318623965184
0.002,0.045,0.117,0.001,0.469,0.365,626539064582344704
0.066,0.213,0.259,0.287,0.152,0.025,626534493827035136
0.016,0.136,0.001,0.728,0.006,0.114,626534028544446464
0.121,0.017,0.106,0.357,0.259,0.141,626529422317727746
0.129,0.108,0.000,0.520,0.109,0.134,626529411995537409
0.060,0.002,0.051,0.583,0.131,0.173,626527181599059968
0.064,0.002,0.009,0.255,0.061,0.609,626526915713736704
0.009,0.008,0.024,0.933,0.021,0.004,626520270879260672
0.150,0.086,0.327,0.008,0.038,0.390,626516039153655808
0.365,0.000,0.046,0.587,0.001,0.001,626512966381219840
0.002,0.744,0.067,0.047,0.002,0.138,626510069383983104
0.098,0.167,0.208,0.109,0.268,0.149,626497187044814848
0.439,0.064,0.273,0.010,0.062,0.153,626492719460913152
0.003,0.584,0.051,0.009,0.030,0.324,626487646727049218
0.733,0.001,0.019,0.243,0.003,0.001,626487128009019393
0.001,0.001,0.001,0.705,0.047,0.245,626486857027715072
0.001,0.232,0.080,0.501,0.002,0.185,626486447546077184
0.001,0.232,0.080,0.501,0.002,0.185,626486378386231296
0.001,0.232,0.080,0.501,0.002,0.185,626484307616337920
0.001,0.232,0.080,0.501,0.002,0.185,626483966506184704
0.093,0.084,0.321,0.073,0.254,0.176,626481584535928837
0.269,0.475,0.235,0.016,0.003,0.002,626475109411192832
0.086,0.082,0.001,0.551,0.243,0.037,626471702738903040
0.001,0.112,0.129,0.679,0.001,0.077,626470168718405632
0.013,0.163,0.017,0.684,0.003,0.121,626464947652792320
0.203,0.576,0.058,0.041,0.111,0.011,626463713072033792
0.001,0.046,0.037,0.338,0.057,0.522,626459389935939584
0.001,0.509,0.001,0.433,0.002,0.053,626452359137267717
0.086,0.082,0.001,0.551,0.243,0.037,626452357119913984
0.002,0.601,0.061,0.001,0.001,0.334,626451779526500352
0.031,0.862,0.027,0.024,0.028,0.029,626447378334281728
0.000,0.590,0.000,0.100,0.001,0.308,626442559812861952
0.003,0.188,0.357,0.067,0.074,0.310,626439509253718016
0.113,0.015,0.157,0.699,0.001,0.014,626439025843421184
0.157,0.004,0.208,0.149,0.045,0.438,626438104904265728
0.136,0.001,0.198,0.415,0.022,0.229,626433493782929408
0.004,0.521,0.142,0.044,0.052,0.238,626426820708204545
0.106,0.107,0.569,0.014,0.138,0.065,626425797159579648
0.028,0.124,0.844,0.000,0.001,0.003,626424076731613184
0.043,0.377,0.380,0.017,0.178,0.006,626423257214922752
0.023,0.822,0.020,0.091,0.021,0.022,626421770178826240
0.001,0.097,0.021,0.595,0.174,0.113,626420880550326272
0.159,0.165,0.417,0.054,0.063,0.142,626417279627079680
0.028,0.199,0.218,0.448,0.003,0.104,626413647087144960
0.028,0.199,0.218,0.448,0.003,0.104,626413562467086336
0.052,0.328,0.060,0.073,0.181,0.305,626413237727272960
0.002,0.744,0.067,0.047,0.002,0.138,626408566686117888
0.010,0.009,0.023,0.930,0.021,0.006,626401324179951616
0.052,0.390,0.046,0.197,0.001,0.313,626401131904782337
0.000,0.590,0.000,0.100,0.001,0.308,626400861640654848
0.001,0.021,0.307,0.003,0.349,0.318,626399757062283264
0.115,0.007,0.046,0.602,0.053,0.178,626397993843998720
0.276,0.011,0.083,0.485,0.143,0.002,626393782594969600
0.232,0.070,0.067,0.061,0.496,0.073,626392074917662720
0.002,0.744,0.067,0.047,0.002,0.138,626388697353723904
0.003,0.684,0.012,0.066,0.231,0.004,626386797220757504
0.269,0.475,0.235,0.016,0.003,0.002,626384668732973056
0.269,0.475,0.235,0.016,0.003,0.002,626384463061217280
0.269,0.475,0.235,0.016,0.003,0.002,626383750658686976
0.225,0.136,0.143,0.471,0.009,0.016,626382622177017856
0.001,0.230,0.000,0.752,0.001,0.016,626381612821946368
0.001,0.230,0.000,0.752,0.001,0.016,626381045093433344
0.269,0.475,0.235,0.016,0.003,0.002,626380631803609088
0.269,0.475,0.235,0.016,0.003,0.002,626379389756964864
0.031,0.028,0.081,0.803,0.028,0.029,626376486774284288
0.046,0.370,0.064,0.487,0.025,0.008,626376092736188416
0.177,0.127,0.065,0.360,0.186,0.085,626375728964202496
0.002,0.744,0.067,0.047,0.002,0.138,626375628670017537
0.457,0.002,0.013,0.124,0.379,0.025,626375545580855296
0.177,0.132,0.065,0.356,0.186,0.085,626375090993790976
0.031,0.028,0.081,0.803,0.028,0.029,626374795404283904
0.002,0.744,0.067,0.047,0.002,0.138,626374464498999296
0.044,0.010,0.224,0.050,0.610,0.063,626374298631045124
0.176,0.126,0.068,0.361,0.185,0.084,626374061690630144
0.002,0.744,0.067,0.047,0.002,0.138,626373589546205188
0.178,0.128,0.065,0.358,0.187,0.085,626373224704643072
0.001,0.524,0.159,0.147,0.001,0.167,626372799775514624
0.002,0.358,0.369,0.032,0.002,0.237,626372537891618816
0.173,0.083,0.119,0.230,0.234,0.161,626371588468965376
0.173,0.083,0.119,0.230,0.234,0.161,626371519103528960
0.173,0.083,0.119,0.230,0.234,0.161,626370938536333312
0.369,0.005,0.003,0.406,0.208,0.010,626369123350642688
0.001,0.310,0.001,0.001,0.121,0.566,626365863361421312
0.193,0.006,0.150,0.442,0.006,0.203,626365687380987904
0.003,0.684,0.012,0.066,0.231,0.004,626364544462401536
0.044,0.010,0.224,0.050,0.610,0.063,626363365942763520
0.044,0.010,0.224,0.050,0.610,0.063,626362763984515073
0.115,0.007,0.046,0.602,0.053,0.178,626362286828036096
0.115,0.283,0.173,0.003,0.283,0.144,626361528955072512
0.115,0.283,0.173,0.003,0.283,0.144,626361528929910784
0.001,0.310,0.001,0.001,0.121,0.566,626360976141463552
0.011,0.001,0.080,0.017,0.074,0.818,626360765151358976
0.095,0.377,0.074,0.179,0.173,0.102,626359823022559238
0.011,0.006,0.010,0.009,0.006,0.958,626359653451042816
0.115,0.007,0.046,0.602,0.053,0.178,626358838753689601
0.001,0.310,0.001,0.001,0.121,0.566,626358520414220288
0.001,0.310,0.001,0.001,0.121,0.566,626357590172172288
0.001,0.310,0.001,0.001,0.121,0.566,626357349859622913
0.004,0.333,0.003,0.001,0.047,0.613,626357184817942528
0.001,0.310,0.001,0.001,0.121,0.566,626356499439222784
0.203,0.576,0.058,0.041,0.111,0.011,626352241033744384
0.003,0.001,0.001,0.003,0.002,0.990,626352236688506880
0.203,0.576,0.058,0.041,0.111,0.011,626351993871708161
0.203,0.576,0.058,0.041,0.111,0.011,626344939610226688
0.203,0.576,0.058,0.041,0.111,0.011,626344121066721280
0.203,0.576,0.058,0.041,0.111,0.011,626342815606423552
0.203,0.576,0.058,0.041,0.111,0.011,626341958181625856
0.203,0.576,0.058,0.041,0.111,0.011,626341765684031488
0.203,0.576,0.058,0.041,0.111,0.011,626341139633831936
0.203,0.576,0.058,0.041,0.111,0.011,626340560475942912
0.203,0.576,0.058,0.041,0.111,0.011,626340364077690880
0.530,0.074,0.144,0.079,0.021,0.152,626338406646304768
0.023,0.021,0.020,0.892,0.021,0.022,626325497782251520
0.023,0.021,0.020,0.892,0.021,0.022,626318936766713856
0.023,0.021,0.020,0.892,0.021,0.022,626317503816273920
0.112,0.001,0.110,0.454,0.055,0.267,626285032743645184
0.009,0.001,0.003,0.790,0.001,0.195,626282709648683012
0.005,0.053,0.328,0.128,0.359,0.127,626244260765904897
0.115,0.283,0.173,0.003,0.283,0.144,626240806521737216
0.115,0.283,0.173,0.003,0.283,0.144,626237241673809920
0.115,0.283,0.173,0.003,0.283,0.144,626237127991390208
0.618,0.166,0.117,0.005,0.072,0.022,626214378292031488
0.003,0.003,0.002,0.002,0.337,0.653,626207795663257600
0.011,0.010,0.742,0.008,0.029,0.200,626204839752511489
0.007,0.129,0.159,0.005,0.451,0.249,626197927409532928
0.113,0.015,0.157,0.699,0.001,0.014,626182845245960192
0.083,0.066,0.107,0.040,0.054,0.651,626182830914023424
0.113,0.015,0.157,0.699,0.001,0.014,626182117957832704
0.083,0.066,0.107,0.040,0.054,0.651,626182109657366528
0.083,0.066,0.107,0.040,0.054,0.651,626174083554779136
0.113,0.015,0.157,0.699,0.001,0.014,626173614929408001
0.083,0.066,0.107,0.040,0.054,0.651,626173580284424193
0.083,0.066,0.107,0.040,0.054,0.651,626170730758164480
0.113,0.015,0.157,0.699,0.001,0.014,626170692128653312
0.254,0.081,0.002,0.006,0.655,0.002,626157455022665729
0.088,0.117,0.005,0.447,0.049,0.293,626153273980915712
0.088,0.118,0.004,0.450,0.045,0.296,626151601166794752
0.170,0.136,0.013,0.388,0.159,0.134,626149068092387332
0.005,0.058,0.536,0.002,0.002,0.397,626144501216727040
0.093,0.118,0.102,0.159,0.390,0.137,626136930053394432
0.093,0.118,0.102,0.159,0.390,0.137,626135752288665600
0.093,0.118,0.102,0.159,0.390,0.137,626135128922677248
0.010,0.009,0.023,0.930,0.021,0.006,626128839597359104
0.001,0.021,0.307,0.003,0.349,0.318,626125742271807489
0.001,0.310,0.001,0.001,0.121,0.566,626123310347239425
0.095,0.377,0.074,0.179,0.173,0.102,626122199070547968
0.010,0.009,0.023,0.930,0.021,0.006,626121606453014528
0.001,0.021,0.307,0.003,0.349,0.318,626117618945146880
0.010,0.009,0.023,0.930,0.021,0.006,626115043244015616
0.009,0.035,0.139,0.222,0.005,0.590,626108560133361664
0.002,0.002,0.942,0.006,0.005,0.043,626096754207944705
0.002,0.002,0.942,0.006,0.005,0.043,626096215793373185
0.001,0.310,0.001,0.001,0.121,0.566,626095909294723074
0.002,0.002,0.942,0.006,0.005,0.043,626095818076987392
0.002,0.013,0.090,0.014,0.781,0.099,626093710581870592
0.001,0.310,0.001,0.001,0.121,0.566,626093670366900224
0.001,0.310,0.001,0.001,0.121,0.566,626091481485348864
0.001,0.310,0.001,0.001,0.121,0.566,626090582788583424
0.070,0.245,0.139,0.001,0.005,0.540,626089743084687360
0.030,0.255,0.031,0.053,0.062,0.569,626085592418258944
0.031,0.028,0.081,0.803,0.028,0.029,626084860898119680
0.008,0.635,0.159,0.193,0.001,0.004,626080923486945280
0.090,0.010,0.024,0.234,0.118,0.525,626078544305750016
0.049,0.203,0.047,0.119,0.515,0.067,626061788782551041
0.078,0.071,0.174,0.183,0.212,0.282,626061413321080832
0.206,0.383,0.091,0.095,0.094,0.131,626057432444223488
0.003,0.001,0.002,0.027,0.089,0.878,626047606100262912
0.003,0.003,0.382,0.002,0.559,0.051,626045197676363776
0.003,0.001,0.002,0.027,0.089,0.878,626043903792283648
0.031,0.028,0.081,0.803,0.028,0.029,626036568118153216
0.031,0.028,0.081,0.803,0.028,0.029,626036233471459328
0.003,0.011,0.228,0.730,0.009,0.019,626031642277224449
0.019,0.417,0.332,0.030,0.184,0.018,626029623550300161
0.043,0.332,0.191,0.009,0.239,0.185,626026356132978689
0.206,0.383,0.091,0.095,0.094,0.131,626022346139299840
0.206,0.383,0.091,0.095,0.094,0.131,626021751198195712
0.004,0.060,0.132,0.002,0.050,0.753,626018390562467840
0.253,0.001,0.001,0.474,0.014,0.257,626010588586639363
0.003,0.001,0.002,0.027,0.089,0.878,626008082129104896
0.003,0.001,0.002,0.027,0.089,0.878,626007218454855681
0.001,0.185,0.021,0.396,0.018,0.379,626001070096039936
0.003,0.011,0.228,0.730,0.009,0.019,626000340152909824
0.001,0.137,0.002,0.769,0.001,0.090,626000197949255680
0.001,0.137,0.002,0.769,0.001,0.090,625999570770731008
0.035,0.516,0.139,0.263,0.046,0.002,625998785936818177
0.162,0.012,0.035,0.280,0.504,0.007,625996402578075648
0.003,0.497,0.003,0.003,0.315,0.179,625994321993592833
0.002,0.002,0.942,0.006,0.005,0.043,625994192972566528
0.078,0.265,0.278,0.142,0.119,0.118,625992915387576320
0.002,0.002,0.942,0.006,0.005,0.043,625992650424848385
0.002,0.002,0.942,0.006,0.005,0.043,625992536792895488
0.002,0.002,0.942,0.006,0.005,0.043,625992459475136512
0.002,0.002,0.942,0.006,0.005,0.043,625992397395230720
0.002,0.002,0.942,0.006,0.005,0.043,625992280864870400
0.002,0.002,0.942,0.006,0.005,0.043,625992219095379970
0.001,0.001,0.019,0.000,0.289,0.689,625991333799444480
0.052,0.135,0.018,0.507,0.058,0.231,625990714409660420
0.052,0.135,0.018,0.507,0.058,0.231,625990463884009472
0.003,0.497,0.003,0.003,0.315,0.179,625988906538897408
0.123,0.061,0.108,0.480,0.024,0.204,625982128191328256
0.009,0.131,0.014,0.104,0.063,0.679,625976132911923200
0.009,0.131,0.014,0.104,0.063,0.679,625961215609675776
0.001,0.097,0.002,0.001,0.054,0.846,625872071965327360
0.000,0.142,0.018,0.552,0.267,0.020,625870956636942336
0.131,0.067,0.001,0.532,0.069,0.200,625849925209710592
0.022,0.007,0.279,0.143,0.542,0.007,625837185996976128
0.022,0.007,0.279,0.143,0.542,0.007,625832538326609921
0.022,0.007,0.279,0.143,0.542,0.007,625832232427618304
0.009,0.160,0.368,0.067,0.072,0.324,625808540062474240
0.229,0.004,0.002,0.001,0.074,0.690,625807271776268288
0.001,0.479,0.101,0.041,0.002,0.375,625802207758282753
0.001,0.479,0.101,0.041,0.002,0.375,625801854325260288
0.154,0.251,0.059,0.050,0.012,0.473,625794600398123008
0.229,0.004,0.002,0.001,0.074,0.690,625793942706122757
0.326,0.062,0.017,0.001,0.392,0.202,625790846005346304
0.229,0.004,0.002,0.001,0.074,0.690,625790209238523904
0.050,0.158,0.078,0.401,0.183,0.130,625789527529885696
0.326,0.062,0.017,0.001,0.392,0.202,625788587682975744
0.229,0.004,0.002,0.001,0.074,0.690,625787032422494212
0.169,0.124,0.209,0.073,0.407,0.017,625784227460718592
0.116,0.001,0.006,0.608,0.003,0.265,625782139641053184
0.229,0.004,0.002,0.001,0.074,0.690,625776155660980225
0.006,0.010,0.302,0.004,0.673,0.005,625771402919084032
0.003,0.000,0.001,0.758,0.000,0.237,625769070441402368
0.353,0.018,0.061,0.359,0.048,0.160,625766537333321728
0.229,0.004,0.002,0.001,0.074,0.690,625764286065979392
0.353,0.018,0.061,0.359,0.048,0.160,625756590398795777
0.001,0.001,0.019,0.000,0.289,0.689,625756344285536257
0.229,0.004,0.002,0.001,0.074,0.690,625753972377317377
0.229,0.004,0.002,0.001,0.074,0.690,625752738207539200
0.213,0.200,0.153,0.001,0.180,0.254,625750424033714176
0.353,0.018,0.061,0.359,0.048,0.160,625749659361931266
0.353,0.018,0.061,0.359,0.048,0.160,625749514872172546
0.229,0.004,0.002,0.001,0.074,0.690,625748130584080384
0.001,0.479,0.101,0.041,0.002,0.375,625747362712043520
0.001,0.479,0.101,0.041,0.002,0.375,625744617527488512
0.192,0.502,0.260,0.016,0.005,0.024,625744571721494528
0.049,0.199,0.014,0.736,0.002,0.000,625744233798873088
0.150,0.301,0.004,0.511,0.024,0.010,625743216248266752
0.229,0.004,0.002,0.001,0.074,0.690,625741166412214272
0.002,0.003,0.048,0.772,0.001,0.174,625738276511596544
0.229,0.004,0.002,0.001,0.074,0.690,625736987287388160
0.229,0.004,0.002,0.001,0.074,0.690,625731831300800512
0.009,0.171,0.004,0.648,0.159,0.009,625721582082637825
0.002,0.251,0.017,0.009,0.058,0.664,625720895559081984
0.072,0.080,0.285,0.047,0.410,0.107,625720549654683648
0.000,0.170,0.001,0.037,0.061,0.729,625720266476384256
0.108,0.001,0.369,0.120,0.087,0.315,625719750316797952
0.201,0.165,0.124,0.363,0.053,0.093,625719184719151104
0.002,0.013,0.090,0.014,0.781,0.099,625716494391996416
0.080,0.149,0.217,0.082,0.241,0.231,625711319388303360
0.250,0.002,0.704,0.039,0.002,0.002,625709756200710144
0.250,0.002,0.704,0.039,0.002,0.002,625709151180693504
0.284,0.026,0.047,0.170,0.378,0.095,625709038689345536
0.016,0.015,0.014,0.013,0.015,0.928,625697220457705472
0.009,0.279,0.092,0.589,0.022,0.010,625693195385602048
0.250,0.002,0.704,0.039,0.002,0.002,625693118508220416
0.339,0.002,0.005,0.232,0.357,0.064,625686934342475776
0.051,0.023,0.544,0.102,0.205,0.075,625686855829319680
0.433,0.038,0.002,0.001,0.279,0.247,625686187332775936
0.078,0.265,0.278,0.142,0.119,0.118,625681755211722752
0.115,0.181,0.048,0.338,0.124,0.193,625667503738474496
0.462,0.076,0.005,0.215,0.135,0.108,625664238233718784
0.061,0.019,0.123,0.003,0.569,0.225,625660881582604288
0.004,0.019,0.078,0.019,0.661,0.219,625659848382922752
0.001,0.019,0.077,0.019,0.664,0.220,625659469540782080
0.001,0.019,0.077,0.019,0.664,0.220,625658260310392832
0.001,0.129,0.030,0.762,0.001,0.078,625658103451779073
